4,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Memories Off 6: Next Relation,PlayStation 2,2009,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Meiji Toukyou Renka: Twilight Kiss,PlayStation Portable,2015,Action,Broccoli,0,0,0.02,0,0.02,,,,,,
Scared Rider Xechs,PlayStation 2,2010,Adventure,RED Entertainment,0,0,0.02,0,0.02,,,,,,
4 Play Collection - Dark Mysteries,PC,2014,Misc,Avanquest Software,0,0.01,0,0,0.02,,,,,,
Vitamin X: Detective B6,PlayStation Portable,2012,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Misshitsu no Sacrifice,PlayStation Portable,2010,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Evil Genius,PC,2004,Strategy,Vivendi Games,0,0.01,0,0,0.02,75,51,8.3,106,Elixir Studios,T
Ouran Koukou Host Bu,PlayStation 2,2007,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
King's Quest: The Complete Collection,PlayStation 4,2016,Adventure,Activision,0.01,0,0,0,0.02,,,tbd,,The Odd Gentlemen,E10+
Lotus Challenge,GameCube,2004,Racing,Ignition Entertainment,0.01,0,0,0,0.02,,,,,,
Imperium Romanum,PC,2008,Strategy,KalyPlayStationo Media,0,0.01,0,0,0.02,63,19,7.5,24,Haemimont,E10+
Football Manager 2007,Xbox 360,N/A,Sports,Sega,0,0.01,0,0,0.01,,,,,,
Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software,0,0.01,0,0,0.01,54,4,,,System 3,E
Dragon Zakura Nintendo DS,Nintendo DS,2007,Misc,Electronic Arts,0,0,0.01,0,0.01,,,,,,
Chameleon: To Dye For!,Nintendo DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01,,,,,,
Sora no Otoshimono: DokiDoki Summer Vacation,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,
Shinseiki Evangelion: Battle Orchestra Portable,PlayStation Portable,2009,Fighting,Broccoli,0,0,0.01,0,0.01,,,,,,
Blackthorne,Game Boy Advance,2003,Action,Activision,0.01,0,0,0,0.01,67,10,7.6,5,Mass Media,T
Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01,,,,,,
DokuSui: DokiDoki Suikoden,PlayStation Portable,2011,Role-Playing,Irem Software Engineering,0,0,0.01,0,0.01,,,,,,
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01,62,24,7.7,169,Compulsion Games,T
Bomberman (jp sales),PlayStation Portable,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0,0.01,,,,,,
Blazblue: Continuum Shift Extend,PlayStation Portable,2012,Fighting,Arc System Works,0,0,0.01,0,0.01,,,,,,
S.Y.K: Shinsetsu Saiyuuki,PlayStation 2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Black Cat,PlayStation 2,2006,Action,Capcom,0,0,0.01,0,0.01,,,,,,
Smart Kid's Mega Game Mix,Nintendo DS,2009,Misc,UFO Interactive,0.01,0,0,0,0.01,,,tbd,,,
Space Invaders Revolution,Nintendo DS,2005,Shooter,Rising Star Games,0.01,0,0,0,0.01,49,9,5.2,5,Marvelous Entertainment,E
Wiffle Ball Advance,Nintendo DS,2007,Sports,Zoo Digital Publishing,0.01,0,0,0,0.01,,,,,,
Red Stone Nintendo DS: Akaki Ishi ni Michibikareshi Monotachi,Nintendo DS,2011,Role-Playing,Unknown,0,0,0.01,0,0.01,,,,,,
Wand of Fortune: Mirai e no Prologue Portable,PlayStation Portable,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Secret Game Portable,PlayStation Portable,2010,Adventure,Yeti,0,0,0.01,0,0.01,,,,,,
Sengoku Hime: Senran ni Mau Otometachi,PlayStation Portable,2009,Adventure,Yeti,0,0,0.01,0,0.01,,,,,,
SpongeBob: HeroPants,PlayStation Vita,2015,Platform,Activision,0.01,0,0,0,0.01,,,5.1,7,Activision,E
Kimi no Yuusha,Nintendo DS,2008,Role-Playing,SNK Playmore,0,0,0.01,0,0.01,,,,,,
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Xbox 360,2006,Shooter,Ubisoft,0,0,0.01,0,0.01,,,,,,
Period Cube: Torikago no Amadeus,PlayStation Vita,2016,Action,Idea Factory,0,0,0.01,0,0.01,,,,,,
Nobunaga no Yabou Online: Houou no Shou,PlayStation 3,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01,,,,,,
Cosmetic Paradise: Make no Kiseki,Nintendo DS,2008,Misc,Global A Entertainment,0,0,0.01,0,0.01,,,,,,
Turok,PC,2008,Action,Touchstone,0,0.01,0,0,0.01,65,16,6.5,55,Propaganda Games,M
Legoland,PC,1999,Action,LEGO Media,0,0.01,0,0,0.01,,,,,,
Nobunaga no Yabou Nintendo DS,Nintendo DS,2006,Strategy,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Winter Sports 3: The Great Tournament,Xbox 360,2010,Sports,Tradewest,0,0.01,0,0,0.01,,,,,49Games,E
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,72,4,6.2,14,"Milestone, Milestone S.r.l",E
Wand of Fortune Portable,PlayStation Portable,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Sengoku,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.01,70,13,6.8,86,Paradox Development Studio,T
Republique,PlayStation 4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01,72,35,5.8,29,"Camouflaj, LLC",M
Sousaku Alice to Oujisama!,Nintendo 3DS,2015,Simulation,Happinet,0,0,0.01,0,0.01,,,,,,
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.01,62,9,6.6,8,VSTEP,E
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PlayStation Portable,2006,Action,Konami Digital Entertainment,0,0,0.01,0,0.01,,,,,,
Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.01,0,0,0.01,,,,,,
Simple Nintendo DS Series Vol. 14: The Jidousha Kyoushuujo Nintendo DS,Nintendo DS,2007,Misc,D3Publisher,0,0,0.01,0,0.01,,,,,,
Ten Pin Alley 2,Game Boy Advance,2004,Sports,XS Games,0.01,0,0,0,0.01,,,tbd,,Pronto Games,E
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0,0.01,0,0,0.01,90,6,6.3,52,Visual Concepts,E
Postman Pat: Special Delivery Service,Nintendo DS,2009,Misc,GSP,0,0.01,0,0,0.01,,,,,,
Himawari: Pebble in the Sky Portable,PlayStation Portable,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,,,,
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,0.01,0,0,0,0.01,,,7.9,11,777 Studios,E10+
WRC 5: FIA World Rally Championship,Xbox One,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01,,,,,,
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PlayStation 2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,
NiGHTS into dreams...,PlayStation 2,2008,Platform,Sega,0,0,0.01,0,0.01,,,,,,
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PlayStation Portable,2009,Adventure,TGL,0,0,0.01,0,0.01,,,,,,
Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,0,0.01,0,0,0.01,84,39,8.5,128,ArenaNet,T
Shinobi Koutsutsu,PlayStation Portable,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
WinBack 2: Project Poseidon,PlayStation 2,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01,48,21,tbd,,Cavia Inc.,T
Kaitou Rousseau,Nintendo DS,2006,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
GunParade Orchestra: Ao no Shou,PlayStation 2,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01,,,,,,
Totally Spies! Totally Party,PlayStation 2,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01,,,,,,
Puyo Pop Fever,GameCube,2004,Puzzle,Sega,0.01,0,0,0,0.01,72,18,tbd,,Sonic Team,E
Super Stardust Ultra VR,PlayStation 4,2016,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01,66,13,6.2,13,Sony Interactive Entertainment,E10+
Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01,,,,,,
Wizardry XTH: Unlimited Students,PlayStation 2,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01,,,,,,
Instant Brain,Xbox 360,2011,Adventure,Cave,0,0,0.01,0,0.01,,,,,,
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,0.01,0,0,0.01,,,,,,
Dead Rising,Xbox One,2016,Action,Capcom,0.01,0,0,0,0.01,,,8.8,12,Capcom,M
Abunai: Koi no Sousa Shitsu,PlayStation Portable,2012,Action,Quinrose,0,0,0.01,0,0.01,,,,,,
MLB 15: The Show,PlayStation Vita,2015,Sports,Sony Computer Entertainment,0.01,0,0,0,0.01,,,8.8,5,SCEA San Diego Studios,E
Azure Striker Gunvolt,Nintendo 3DS,2016,Action,Yacht Club Games,0.01,0,0,0,0.01,77,20,8.4,62,Inti Creates,E10+
Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,,,tbd,,Little Orbit,E
Magic Encyclopedia: Moonlight,Nintendo DS,2010,Misc,Foreign Media Games,0,0.01,0,0,0.01,,,,,,
Don Bradman Cricket 14,PlayStation 3,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01,73,5,6.9,55,Big Ant Studios,E
SoulLink Extension,PlayStation 2,2006,Adventure,Interchannel,0,0,0.01,0,0.01,,,,,,
Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01,80,36,8.1,15,Stormregion,T
Winning Post 7 Maximum 2008,PlayStation 2,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Samurai Shodown Anthology (JP sales),PlayStation 2,2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,,,,,,
Sangoku Koi Senki: Otome no Heihou!,PlayStation 2,2011,Adventure,Prototype,0,0,0.01,0,0.01,,,,,,
Alfa Romeo Racing Italiano,PlayStation 2,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01,,,6.8,5,Milestone S.r.l,E
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PlayStation 2,2002,Misc,Media Entertainment,0,0,0.01,0,0.01,,,,,,
The Last Remnant,PC,2009,Role-Playing,Square Enix,0,0.01,0,0,0.01,66,23,8.3,240,Square Enix,M
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,Nintendo 3DS,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Super Robot Taisen XO,Xbox 360,2006,Strategy,Banpresto,0,0,0.01,0,0.01,,,,,,
Aquaman: Battle for Atlantis,Xbox,N/A,Action,Unknown,0.01,0,0,0,0.01,26,13,2.7,15,Lucky Chicken,T
Raven's Cry,PlayStation 4,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01,,,,,,
Call of Juarez,PC,2006,Shooter,Ubisoft,0,0.01,0,0,0.01,72,25,7.8,223,Techland,M
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PlayStation 2,2010,Misc,Hackberry,0,0,0.01,0,0.01,,,,,,
Unreal Tournament 2003,PC,2002,Shooter,Atari,0,0.01,0,0,0.01,86,27,8.2,98,Digital Extremes,M
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01,82,25,8.8,182,Obsidian Entertainment,T
Mortal Kombat: Tournament Edition,Game Boy Advance,2003,Fighting,Midway Games,0.01,0,0,0,0.01,75,14,8.1,8,Criterion Games,M
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Xbox,2005,Adventure,Activision,0.01,0,0,0,0.01,,,,,,
Diary Girl,Nintendo DS,2008,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01,,,tbd,,Konami,E
Shitsuji ga Aruji o Erabu Toki,PlayStation Vita,2016,Adventure,Unknown,0,0,0.01,0,0.01,,,,,,
Rayman Raving RabbiNintendo DS,PC,2006,Misc,Ubisoft,0,0.01,0,0,0.01,58,6,7.6,31,Ubisoft Bulgaria,E
War for the Overworld,PC,2015,Strategy,Unknown,0,0.01,0,0,0.01,65,14,7.7,90,Subterranean Games,
World Poker Tour,Game Boy Advance,2005,Misc,Take-Two Interactive,0.01,0,0,0,0.01,,,tbd,,Backbone Emeryville,E
Best Of Tests,Nintendo DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01,,,,,,
Infinite Stratos 2: Love and Purge,PlayStation Vita,2015,Action,5pb,0,0,0.01,0,0.01,,,,,,
Honda ATV Fever,Nintendo DS,2010,Racing,Storm City Games,0.01,0,0,0,0.01,,,tbd,,Beyond Reality,E
Umihara Kawase Jun: Second Edition Kanzenban,Nintendo DS,2009,Puzzle,Genterprise,0,0,0.01,0,0.01,,,,,,
50 Classic Games,Nintendo 3DS,2012,Misc,Avanquest Software,0,0.01,0,0,0.01,,,,,,
PlayStationycho-Pass,Xbox One,2014,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Fab 5 Soccer,Nintendo DS,2008,Sports,Destineer,0.01,0,0,0,0.01,,,tbd,,Magellan Interactive,E
Destiny Links,Nintendo DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Egg Mania: Eggstreme Madness,Xbox,2002,Puzzle,Kemco,0.01,0,0,0,0.01,58,7,tbd,,HotGen,E
Pro Angler Moves,PlayStation 3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01,,,tbd,,"Interworks Unlimited, Inc.",E
WRC: FIA World Rally Championship,PC,N/A,Racing,Black Bean Games,0,0.01,0,0,0.01,65,7,,,Black Bean Games,RP
Sakura Sakura: Haru Urara,PlayStation Portable,2010,Adventure,GN Software,0,0,0.01,0,0.01,,,,,,
Rocksmith 2014 Edition Remastered,Xbox One,2016,Misc,Ubisoft,0.01,0,0,0,0.01,,,tbd,,Ubisoft,T
Uta no * Prince-Sama: Sweet Serenade,PlayStation Portable,2011,Adventure,Broccoli,0,0,0.01,0,0.01,,,,,,
Higurashi no Naku Koro ni Iki,PlayStation 3,2015,Action,Kaga Create,0,0,0.01,0,0.01,,,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PlayStation 3,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01,,,,,,
Road Trip: Shifting Gears,Game Boy Advance,2002,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01,,,7.6,5,Takara,E
Rewrite,PlayStation Vita,2014,Adventure,Prototype,0,0,0.01,0,0.01,,,,,,
Darksiders: Warmastered Edition,Xbox One,2016,Action,Nordic Games,0.01,0,0,0,0.01,80,13,7.9,14,Nordic Games Publishing,M
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01,,,,,,
"Iza, Shutsujin! Koisen",PlayStation Portable,2011,Adventure,Quinrose,0,0,0.01,0,0.01,,,,,,
Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,0,0.01,0,0,0.01,93,20,8.4,805,"DMA Design, Rockstar North",M
Hiiro no Kakera: Shin Tamayori Hime Denshou,PlayStation 2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Datenshi no Amai Yuuwaku x Kaikan Phrase,Nintendo DS,2010,Adventure,FuRyu,0,0,0.01,0,0.01,,,,,,
Grooverider: Slot Car Thunder,Xbox,2003,Racing,Encore,0.01,0,0,0,0.01,45,9,7.3,8,King of the Jungle,E
Super PickUPlayStation,Wii,2009,Racing,XS Games,0.01,0,0,0,0.01,,,tbd,,Milestone S.r.l,E
Bakumatsu Koihana: Shinsengumi Nintendo DS,Nintendo DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01,,,,,,
Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01,,,,,,
Miyako: Awayuki no Utage,PlayStation Portable,2012,Action,Idea Factory,0,0,0.01,0,0.01,,,,,,
LifeSigns: Surgical Unit,Nintendo DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.01,61,17,7.8,5,Spike,T
Konami Classics Vol. 2,Xbox 360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01,,,tbd,,Konami,E10+
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,56,34,6.8,149,"Spidersoft, Spiders",M
Football Manager Live,PC,2009,Sports,Sega,0,0.01,0,0,0.01,82,23,3.1,45,Sports Interactive,
Aeon Flux,Xbox,2005,Action,THQ,0.01,0,0,0,0.01,69,27,3,4,Terminal Reality,T
Marginal #4: Idol of Supernova,PlayStation Vita,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,Nintendo DS,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Kana: Imouto,PlayStation Portable,2010,Adventure,CyberFront,0,0,0.01,0,0.01,,,,,,
Rock N' Roll Racing,SNES,1993,Racing,Interplay,0,0,0.01,0,0.01,,,,,,
Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0,0.01,0,0,0.01,72,30,8,39,Relic,T
Serious Sam II,PC,2005,Shooter,Take-Two Interactive,0,0.01,0,0,0.01,74,31,7,152,Croteam,M
Football Academy,Nintendo DS,2009,Sports,Electronic Arts,0,0.01,0,0,0.01,,,,,,
GoGo's Crazy Bones,Nintendo DS,2012,Action,GameMill Entertainment,0,0.01,0,0,0.01,,,tbd,,Black Lantern Studios,E
Norn + Nonette: Last Era,PlayStation Vita,2015,Action,Idea Factory,0,0,0.01,0,0.01,,,,,,
Nodame Cantabile,PlayStation 2,2007,Misc,Banpresto,0,0,0.01,0,0.01,,,,,,
Games Around the World,Nintendo DS,2010,Misc,Zoo Games,0.01,0,0,0,0.01,,,tbd,,Zoo Games,E10+
Hitotsu Tobashi Renai V,PlayStation Vita,2015,Adventure,Kaga Create,0,0,0.01,0,0.01,,,,,,
Blitzkrieg 2 Anthology,PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01,,,tbd,,"1C, Various, 1C Company",
DoDonPachi Saidaioujou,Xbox 360,2013,Shooter,Cave,0,0,0.01,0,0.01,,,,,,
Last Escort: Club Katze,PlayStation 2,2010,Adventure,D3Publisher,0,0,0.01,0,0.01,,,,,,
Fuuraiki 3,PlayStation Vita,2015,Action,Unknown,0,0,0.01,0,0.01,,,,,,
Phantasy Star Online 2 Episode 4: Deluxe Package,PlayStation Vita,2017,Role-Playing,Sega,0,0,0.01,0,0.01,,,,,,
1/2 Summer +,PlayStation Portable,2013,Adventure,Kaga Create,0,0,0.01,0,0.01,,,,,,
Winning Post 7 Maximum 2008,PlayStation 3,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
SBK09 Superbike World Championship,PlayStation 3,2009,Racing,Black Bean Games,0,0.01,0,0,0.01,,,,,,
Tears to Tiara: Kakan no Daichi Portable,PlayStation Portable,2010,Adventure,Aqua Plus,0,0,0.01,0,0.01,,,,,,
Tantei Jinguuji Saburo Nintendo DS: Fuserareta Shinjitsu,Nintendo DS,2009,Adventure,Arc System Works,0,0,0.01,0,0.01,,,,,,
Ninja Gaiden Sigma 2,PlayStation Vita,2013,Action,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
UEFA Champions League 2006-2007,PlayStation Portable,2007,Sports,Electronic Arts,0.01,0,0,0,0.01,71,14,tbd,,EA Canada,E
Monster Rancher Advance 2,Game Boy Advance,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01,79,5,9.4,9,"Tecmo, Graphic Research",E
Big Hero 6: Battle in the Bay,Nintendo 3DS,2014,Action,GameMill Entertainment,0,0.01,0,0,0.01,,,,,,
Dr. Slump & Arale-Chan,Nintendo DS,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Madden NFL 13,PlayStation 3,2012,Sports,Electronic Arts,0,0.01,0,0,0.01,83,22,5.5,101,EA Tiburon,E
Umineko no Naku Koro ni Portable 1,PlayStation Portable,2011,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,
Festa!! Hyper Girls Party,PlayStation 2,2006,Adventure,KID,0,0,0.01,0,0.01,,,,,,
Geten no Hana: Yume Akari,PlayStation Portable,2014,Misc,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,Nintendo DS,2008,Misc,Benesse,0,0,0.01,0,0.01,,,,,,
Vanark,PlayStation,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01,,,,,,
Game Book Nintendo DS: Sword World 2.0,Nintendo DS,2009,Role-Playing,Broccoli,0,0,0.01,0,0.01,,,,,,
WTA Tour Tennis,Xbox,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,,,tbd,,Konami,E
Fernbus Simulator,PC,2016,Simulation,Aerosoft,0,0.01,0,0,0.01,,,tbd,,TML-Studios,
Furious Karting,Xbox,2003,Racing,Atari,0.01,0,0,0,0.01,63,17,tbd,,Babylon Software,T
IL-2 Sturmovik,PC,2001,Simulation,Blue Byte,0,0.01,0,0,0.01,91,12,8.8,130,"1C, 1C Company",T
NHL 16,PlayStation 3,2015,Sports,Electronic Arts,0,0.01,0,0,0.01,,,,,,
Pet Shop Monogatari Nintendo DS 2,Nintendo DS,2010,Simulation,Taito,0,0,0.01,0,0.01,,,,,,
Monkey Madness: Island Escape,Nintendo DS,2010,Action,Storm City Games,0.01,0,0,0,0.01,,,tbd,,Storm City Games,E10+
Chokkan! Asonde Relaxuma,Nintendo DS,2008,Action,Rocket Company,0,0,0.01,0,0.01,,,,,,
Hot Wheels: Stunt Track Challenge / World Race,Game Boy Advance,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01,,,,,,
Minna no Conveni,Nintendo DS,2010,Simulation,Taito,0,0,0.01,0,0.01,,,,,,
Accel World: Kasoku no Chouten,PlayStation Portable,2013,Adventure,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Azure Striker Gunvolt: Striker Pack,Nintendo 3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01,,,tbd,,Inti Creates,T
SoulCalibur LegenNintendo DS (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Theatre Of War,PC,2007,Strategy,KalyPlayStationo Media,0,0.01,0,0,0.01,66,13,6.2,21,"Battlefront.com, 1C, 1C Company",T
Izumo 2,PlayStation 2,2006,Adventure,GN Software,0,0,0.01,0,0.01,,,,,,
Entaku no Seito: Students of Round,Xbox 360,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01,,,,,,
Bratz: Forever Diamondz,PlayStation 2,2006,Adventure,THQ,0.01,0.01,0,0,0.01,,,tbd,,Blitz Games,E
Smiley World: Island Challenge,Nintendo DS,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,,,tbd,,Frame Studios Interactive,E
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PlayStation Portable,2008,Adventure,HuNintendo DSon Soft,0,0,0.01,0,0.01,,,,,,
Isshoni Gohan. Portable,PlayStation Portable,2013,Adventure,Boost On,0,0,0.01,0,0.01,,,,,,
King of Fighters 2002: Unlimited Match Tougeki Ver.,PlayStation 2,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01,,,,,,
Hanayamata: Yosakoi Live,PlayStation Vita,2014,Adventure,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Malice,Xbox,2004,Platform,Evolved Games,0.01,0,0,0,0.01,48,16,tbd,,Argonaut Games,T
htoL#NiQ: The Firefly Diary,PlayStation Vita,2014,Platform,Nippon Ichi Software,0,0,0.01,0,0.01,58,16,7.7,23,Nippon Ichi Software,T
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,Nintendo DS,2008,Adventure,Capcom,0,0,0.01,0,0.01,,,,,,
Virtua Tennis 3,PC,2007,Sports,Sega,0,0.01,0,0,0.01,,,7.4,17,Sumo Digital,E
Wallace & Gromit: Curse of the Were-Rabbit,Xbox,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0,0.01,,,,,,
Worms: WMD,Xbox One,2016,Action,Sold Out,0.01,0,0,0,0.01,75,24,8.1,7,Team 17,E10+
Ouka Sengoku Portable,PlayStation Portable,2012,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,
Shepherd's Crossing,PlayStation Portable,2009,Simulation,Success,0,0,0.01,0,0.01,,,tbd,,Success,E
The Book of Unwritten Tales 2,Wii U,2016,Adventure,Nordic Games,0,0.01,0,0,0.01,,,tbd,,KING Art,T
Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0,0.01,0,0,0.01,,,tbd,,Blue Tea Games,E10+
Tactics Layer: Ritina Guard Senki,Nintendo DS,2009,Strategy,D3Publisher,0,0,0.01,0,0.01,,,,,,
Hyakka Yakou,PlayStation Vita,2015,Action,Unknown,0,0,0.01,0,0.01,,,,,,
San-X Character Channel: All-Star Daishuugou!,Nintendo DS,2008,Action,MTO,0,0,0.01,0,0.01,,,,,,
Fuun Shinsengumi Bakumatsuden Portable,PlayStation Portable,2009,Action,From Software,0.01,0,0,0,0.01,,,,,,
Doki-Doki Universe,PlayStation Vita,2013,Adventure,Sony Computer Entertainment,0,0.01,0,0,0.01,66,7,5.7,16,SCEA,E10+
Sega Golf Club: Miyazato San Kyoudai Naizou,PlayStation 3,2006,Sports,Sega,0,0,0.01,0,0.01,,,,,,
Rozen Maiden: Gebetgarten,PlayStation 2,2007,Fighting,Taito,0,0,0.01,0,0.01,,,,,,
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PlayStation Vita,2016,Adventure,Prototype,0,0,0.01,0,0.01,,,,,,
Homeworld Remastered Collection,PC,N/A,Strategy,N/A,0,0.01,0,0,0.01,86,49,8.2,324,Gearbox Software,E10+
Princess Arthur,PlayStation Portable,2013,Misc,Idea Factory,0,0,0.01,0,0.01,,,,,,
Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games,0,0.01,0,0,0.01,,,,,,
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0,0.01,0,0,0.01,65,18,7.3,72,Frogwares,T
Sakura-Sou no Pet na Kanojo,PlayStation Portable,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01,,,,,,
Fatal Fury: Battle Archives Volume 2 (JP sales),PlayStation 2,2007,Fighting,SNK Playmore,0,0,0.01,0,0.01,,,,,,
Toro to Morimori,PlayStation 3,2009,Misc,Sony Computer Entertainment,0,0,0.01,0,0.01,,,,,,
Tantei Jinguuji Saburo: Hai to Diamond,PlayStation Portable,2009,Adventure,Arc System Works,0,0,0.01,0,0.01,,,,,,
Satisfashion,Wii,2010,Misc,Destineer,0.01,0,0,0,0.01,,,tbd,,XS Games,E
Truck Racer,Wii,2009,Racing,Nordic Games,0,0.01,0,0,0.01,,,,,,
Metal Slug Anthology,PlayStation 2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01,80,20,8.1,16,Terminal Reality,T
