Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
7048,Perfect Weapon,PlayStation,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23,,,,
7049,Luminous Arc 2,Nintendo DS,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,0.23,,,,
7050,Project CARS,Xbox One,2015,Racing,Slightly Mad Studios,0.08,0.13,0,0.02,0.23,55,18,6.3,4
7051,Major League Baseball 2K10,PlayStation 2,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23,,,,
7052,Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0,0.22,0,0.01,0.23,74,17,6.8,5
7053,Mafia,Xbox,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,59,17,5.5,4
7054,Spider-Man: Edge of Time,PlayStation 3,2011,Action,Activision,0.13,0.07,0,0.03,0.23,,,,
7055,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0,0.03,0.23,82,23,8.2,23
7056,Airblade,PlayStation 2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,,tbd,
7057,Cabela's Outdoor Adventures (2009),PlayStation 3,2009,Sports,Activision Value,0.21,0,0,0.02,0.23,,,tbd,
7058,Mega Man & Bass,Game Boy Advance,2002,Platform,Capcom,0.16,0.06,0,0,0.23,61,26,6.5,13
7059,NBA Live 15,PlayStation 4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23,,,tbd,
7060,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02,0.23,,,,
7061,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.04,0.23,82,39,7.8,25
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PlayStation Vita,2016,Action,Square Enix,0,0,0.23,0,0.23,,,tbd,
7063,Puss in Boots,Xbox 360,2011,Action,THQ,0.2,0.02,0,0.02,0.23,,,,
7064,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23,87,4,7.1,13
7065,AKB1/149: Love Election,PlayStation Portable,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,71,12,7.4,7
7066,Tony Hawk's Proving Ground,Nintendo DS,2007,Sports,Activision,0.21,0.01,0,0.02,0.23,86,9,9,41
7067,Tetris 2 (weekly jp sales),Game Boy,1992,Puzzle,Nintendo,0,0,0.23,0,0.23,,,,
7068,Pro Yakyuu Team o Tsukurou! 2,PlayStation 2,2003,Sports,Sega,0,0,0.23,0,0.23,71,29,8.4,33
7069,Musou Orochi Z,PlayStation 3,2009,Action,Tecmo Koei,0,0,0.23,0,0.23,75,9,6.7,30
7070,World Series of Poker 2008: Battle for the Bracelets,PlayStation 2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23,,,8.4,7
7071,WWE All Stars,Nintendo 3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,,,,
7072,Naruto Shippuden: Ninja Council 4,Nintendo DS,2007,Action,Nintendo,0.09,0,0.13,0.01,0.23,,,,
7073,Genji: Dawn of the Samurai,PlayStation 2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,,,
7074,Rocket League,PlayStation 4,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23,77,50,7.5,160
7075,Wipeout 2,Nintendo 3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23,,,,
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PlayStation Portable,2009,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,,,3.4,17
7077,Critical Depth,PlayStation,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23,58,12,6.2,5
7078,Barbie as The Island Princess,Game Boy Advance,2007,Adventure,Activision,0.16,0.06,0,0,0.23,73,20,8.5,14
7079,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0,0,0.02,0.23,90,10,8,5
7080,Tales of VS.,PlayStation Portable,2009,Fighting,Namco Bandai Games,0,0,0.23,0,0.23,,,,
7081,Saka-Tsuku DS: Touch and Direct,Nintendo DS,2008,Sports,Sega,0,0,0.23,0,0.23,,,,
7082,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,,,tbd,
7083,The Italian Job,PlayStation 2,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23,73,27,8.1,13
7084,Mega Man Battle Network 5: Team Colonel / Protoman,Game Boy Advance,2004,Role-Playing,Capcom,0.16,0.06,0,0,0.23,,,,
7085,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0,0,0.02,0.23,87,37,8.2,69
7086,Star Ocean,Super NES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23,,,,
7087,Freedom Fighters,Xbox,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23,82,5,8.6,42
7088,Naruto: Ninja Council 2 European Version,Nintendo DS,2005,Fighting,Tomy Corporation,0,0,0.23,0,0.23,,,,
7089,Soldier of Fortune II: Double Helix,Xbox,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,,,tbd,
7090,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,,,,
7091,Disney Princess: Enchanted Journey,PlayStation 2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23,79,23,8.1,44
7092,Final Fantasy XI: Treasures of Aht Urhgan,PlayStation 2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,,,tbd,
7093,Alundra,PlayStation,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,,,,
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PlayStation 3,2010,Sports,Konami Digital Entertainment,0,0,0.23,0,0.23,55,12,7.9,44
7095,Bratz: Girlz Really Rock,PlayStation 2,2008,Action,THQ,0.11,0.09,0,0.03,0.23,79,27,8.5,65
7096,Super R-Type,Super NES,1991,Shooter,Nintendo,0,0,0.23,0,0.23,61,15,tbd,
7097,Rampage 2: Universal Tour,PlayStation,1998,Action,GT Interactive,0.13,0.09,0,0.01,0.23,,,,
7098,Super Robot Taisen F Kanketsuhen,PlayStation,1999,Strategy,Banpresto,0,0,0.21,0.01,0.23,83,65,7.8,85
7099,Tiger Woods PGA Tour 2003,Game Cube,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,79,21,6.7,6
7100,BlowOut,PlayStation 2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23,39,10,4.3,6
7101,NFL Blitz Pro,PlayStation 2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,,,tbd,
7102,MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0,0.02,0.23,63,16,4.9,10
7103,TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0,0.02,0.23,,,,
7104,The Raiden Project,PlayStation,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,50,13,5.4,13
7105,Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0,0,0.02,0.23,41,7,tbd,
7106,Pocket Fighter,PlayStation,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,,,,
7107,Bicycle Casino 2005,Xbox,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23,76,16,8.2,1237
7108,Valhalla Knights 2,PlayStation Portable,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23,62,14,7.3,34
7109,.hack//G.U. Vol.2//Reminisce,PlayStation 2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23,62,22,5.9,8
7110,Disgaea: Afternoon of Darkness,PlayStation Portable,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,,,,
7111,Ratchet & Clank: Full Frontal Assault,PlayStation 3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.02,0.23,,,tbd,
7112,NCAA Football 09,PlayStation Portable,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23,,,,
7113,Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0,0,0.01,0.23,55,20,tbd,
7114,NCAA GameBreaker 2004,PlayStation 2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,,,
7115,101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent,0.19,0.01,0,0.02,0.23,59,7,6.7,6
7116,The Polar Express,PlayStation 2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,,,5.5,19
7117,Dinosaur King,Nintendo DS,2007,Strategy,Sega,0.2,0,0,0.02,0.23,61,26,9.2,6
7118,Buzz! Junior: RoboJam,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,,,
7119,Child of Eden,PlayStation 3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23,,,,
7120,All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0,0.02,0.23,64,39,7.9,215
7121,AC/DC LIVE: Rock Band Track Pack,Xbox 360,2008,Misc,MTV Games,0.21,0,0,0.02,0.23,64,14,4.1,20
7122,Tetris Attack,Game Boy,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,,,tbd,
7123,NBA ShootOut 2003,PlayStation 2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,51,21,7,6
7124,The Magic School Bus: Oceans,Nintendo DS,2011,Adventure,Scholastic Inc.,0.21,0,0,0.01,0.23,,,,
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PlayStation,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23,,,,
7126,Senran Kagura: Estival Versus,PlayStation Vita,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,,,,
7127,Digimon World DS (JP sales),Nintendo DS,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,,,7.6,11
7128,NHL FaceOff 2003,PlayStation 2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,,,
7129,Jersey Devil,PlayStation,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23,,,,
7130,Rogue Ops,PlayStation 2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23,74,33,8.4,65
7131,NBA Street: Showdown,PlayStation Portable,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.23,,,,
7132,3rd Super Robot Wars Z Jigoku Hen,PlayStation 3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,,,,
7133,Cars 2,Nintendo 3DS,2011,Racing,Disney Interactive Studios,0.21,0,0,0.02,0.23,,,,
7134,Petz Monkeyz House,Nintendo DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23,,,tbd,
7135,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.03,0.23,,,,
7136,Legion: The Legend of Excalibur,PlayStation 2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,,,,
7137,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22,,,,
7138,Justice League Heroes,PlayStation Portable,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,,,,
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PlayStation 3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22,,,,
7140,TNA iMPACT!,PlayStation 2,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22,,,tbd,
7141,Yu-Gi-Oh! GX: Spirit Caller (American Sales),Nintendo DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0,0.02,0.22,,,,
7142,Def Jam: Fight for NY,Game Cube,2004,Fighting,Electronic Arts,0.17,0.05,0,0.01,0.22,72,13,7.8,5
7143,Sword Art Online: Infinity Moment,PlayStation Portable,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,,,,
7144,Spartan: Total Warrior,PlayStation 2,2005,Action,Sega,0.11,0.09,0,0.03,0.22,60,40,7.3,9
7145,Killer is Dead,PlayStation 3,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22,,,,
7146,EX Monopoly,Game Boy Advance,2001,Misc,Takara,0.16,0.06,0,0,0.22,58,9,7,5
7147,Star Trek: The Game,Xbox 360,2013,Action,Namco Bandai Games,0.12,0.09,0,0.02,0.22,66,38,tbd,
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,Nintendo 64,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22,,,,
7149,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,Game Cube,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,,,tbd,
7150,Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22,75,25,8.5,15
7151,Assault,2600,1982,Action,Bomb,0.21,0.01,0,0,0.22,,,,
7152,Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,0.22,78,9,5.4,7
7153,Ys Seven,PlayStation Portable,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.01,0.22,84,31,9.2,95
7154,Marvel Super Hero Squad: The Infinity Gauntlet,Nintendo DS,2010,Action,THQ,0.17,0.03,0,0.02,0.22,,,tbd,
7155,Gundam Battle Chronicle,PlayStation Portable,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22,,,,
7156,G-Force,PlayStation 3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22,79,17,8.8,9
7157,Danball Senki Boost,PlayStation Portable,2011,Action,Level 5,0,0,0.22,0,0.22,,,,
7158,Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.21,0,0,0.01,0.22,69,51,5.6,751
7159,Conflict: Vietnam,Xbox,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22,,,tbd,
7160,Whirl Tour,PlayStation 2,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22,,,8,5
7161,Time Crisis: Crisis Zone,PlayStation 2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22,,,7.8,11
7162,Momotarou Dentetsu 15,PlayStation 2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22,,,,
7163,Dark Souls II,Xbox One,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,0.22,88,18,9,5
7164,Discovery Kids: Dolphin Discovery,Nintendo DS,2008,Simulation,505 Games,0.21,0,0,0.01,0.22,77,20,7.8,6
7165,Ben 10 Ultimate Alien: Cosmic Destruction,PlayStation 2,2010,Platform,D3Publisher,0.13,0.06,0,0.04,0.22,,,8.8,4
7166,Hatsune Miku: Project Mirai 2,Nintendo 3DS,2013,Action,Sega,0,0,0.22,0,0.22,,,tbd,
7167,Skies of Arcadia Legends,Game Cube,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22,82,24,8.4,125
7168,Cloudy With a Chance of Meatballs,Nintendo DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22,,,,
7169,MotoGP 08,PlayStation 2,2008,Racing,Capcom,0.01,0,0,0.21,0.22,42,5,3.1,9
7170,Madden NFL 12,PlayStation Portable,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.22,,,,
7171,Sengoku Basara 3 Utage,PlayStation 3,2011,Action,Capcom,0,0,0.22,0,0.22,,,tbd,
7172,Breath of Fire,Game Boy Advance,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22,58,43,7.2,29
7173,Ragnarok DS,Nintendo DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22,,,,
7174,Ford vs. Chevy,PlayStation 2,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22,66,30,7,47
7175,NCAA Football 2005,Game Cube,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,,,,
7176,Hamtaro: Ham-Ham Games,Game Boy Advance,2004,Sports,Nintendo,0.16,0.06,0,0,0.22,54,35,6.1,28
7177,Danny Phantom: The Ultimate Enemy,Game Boy Advance,2005,Action,THQ,0.16,0.06,0,0,0.22,,,,
7178,Petz Rescue: Endangered Paradise,Nintendo DS,2008,Adventure,Ubisoft,0.21,0,0,0.02,0.22,61,12,8,5
7179,MotoGP 09/10,PlayStation 3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,61,15,5.6,7
7180,Rune Factory: Tides of Destiny,PlayStation 3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.01,0.22,50,18,6.3,8
7181,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0,0.02,0.22,,,,
7182,Battleborn,PlayStation 4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,,,tbd,
7183,Move Fitness,PlayStation 3,N/A,Sports,Sony Computer Entertainment,0,0.17,0,0.05,0.22,,,tbd,
7184,Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation 3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22,61,5,tbd,
7185,Hidden Mysteries: Buckingham Palace,Nintendo DS,2010,Puzzle,Avanquest,0.13,0.07,0,0.02,0.22,77,21,9,22
7186,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0,0,0.22,72,44,7.8,15
7187,Super Adventure Island,Super NES,1992,Platform,Hudson Soft,0,0,0.22,0,0.22,68,22,7.6,7
7188,Bust-A-Move 4,PlayStation,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,73,19,7.7,14
7189,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.22,,,,
7190,NFL Quarterback Club 97,PlayStation,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,69,33,7.3,33
7191,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.22,,,,
7192,Galactic Wrestling: Featuring Ultimate Muscle,PlayStation 2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,76,34,7,7
7193,Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0,0,0.02,0.22,47,13,5.2,37
7194,Dino Stalker,PlayStation 2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,80,38,7.9,59
7195,Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22,66,10,tbd,
7196,Mobile Suit Gundam Seed,PlayStation 2,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22,,,,
7197,Shinobi,Nintendo 3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,70,42,5.4,28
7198,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0,0.01,0.22,67,7,8.5,12
7199,Tony Hawk's Downhill Jam,Nintendo DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,61,13,8,9
7200,Mega Man Zero 3,Game Boy Advance,2004,Platform,Capcom,0.16,0.06,0,0,0.22,77,44,8.8,23
7201,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22,,,6.3,6
7202,Hitman: HD Trilogy,PlayStation 3,2013,Action,Square Enix,0.07,0.1,0,0.04,0.22,47,10,5.6,8
7203,Aliens vs Predator: Requiem,PlayStation Portable,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,,,,
7204,Castlevania: Lords of Shadow 2,PlayStation 3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,,,,
7205,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0,0.01,0.22,,,,
7206,KORG DS-10 Synthesizer,Nintendo DS,2008,Misc,AQ Interactive,0.2,0.01,0,0.02,0.22,,,,
7207,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,,,,
7208,Barbie Super Sports,PlayStation,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01,0.22,72,16,7.3,117
7209,CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22,,,,
7210,Nicktoons Collection: Game Boy Advance Video Volume 2,Game Boy Advance,2004,Misc,N/A,0.16,0.06,0,0,0.22,86,39,8.3,19
7211,Jackass the Game,PlayStation Portable,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22,52,11,tbd,
7212,The Legend of Heroes: Trails of Cold Steel,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,,,,
7213,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22,80,5,8.5,44
7214,Dungeon Hunter Alliance,PlayStation Vita,2012,Action,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,7.8,25
7215,LEGO Harry Potter: Years 5-7,PC,N/A,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0,0.03,0.22,46,4,tbd,
7216,Duel Masters: Kaijudo Showdown,Game Boy Advance,2004,Misc,Atari,0.16,0.06,0,0,0.22,,,,
7217,Imagine: Boutique Owner,Nintendo DS,2009,Simulation,Ubisoft,0.2,0,0,0.02,0.22,,,,
7218,The Walking Dead: Season Two,PlayStation 3,2014,Adventure,Telltale Games,0.09,0.09,0,0.04,0.22,49,10,tbd,
7219,The Lord of the Rings: The Third Age,Game Boy Advance,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,56,31,5.6,5
7220,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.22,58,13,tbd,
7221,The Suffering,Xbox,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,19,4,4.3,7
7222,Dragon Quest Builders: Revive Alefgard,PlayStation 4,2016,Role-Playing,Square Enix,0,0,0.22,0,0.22,58,21,7,12
7223,Tetris Worlds,Game Cube,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22,53,19,5.8,17
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,Xbox 360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22,,,,
7225,ECW Hardcore Revolution,Nintendo 64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0,0,0.22,33,4,tbd,
7226,Mega Man 64,Nintendo 64,2000,Action,Capcom,0.14,0.03,0.05,0,0.22,58,37,7,14
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),Nintendo 64,1996,Sports,Imagineer,0,0,0.22,0,0.22,69,11,tbd,
7228,Rampage 2: Universal Tour,Nintendo 64,1999,Action,GT Interactive,0.18,0.04,0,0,0.22,,,,
7229,Ms. Pac-Man: Maze Madness,Nintendo 64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22,,,,
7230,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,66,34,7,22
7231,Age of Empires: Mythologies,Nintendo DS,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22,66,17,5.6,9
7232,Viewtiful Joe 2,Game Cube,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,59,16,tbd,
7233,Where's Waldo? The Fantastic Journey,Nintendo DS,2009,Adventure,Ubisoft,0.2,0,0,0.02,0.22,80,17,9,24
7234,ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.21,0,0,0.01,0.22,82,16,7.9,8
7235,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PlayStation 2,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,49,34,5.6,19
7236,Jewel Quest: Expeditions,Nintendo DS,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22,88,22,6.8,156
7237,NBA Jam Extreme,PlayStation,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,49,33,4.8,28
7238,Dragon Ball: Origins (JP & incomplete US sales),Nintendo DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22,,,,
7239,Touch the Dead,Nintendo DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,70,20,8.5,13
7240,Tropico 3,Xbox 360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,,,tbd,
7241,Nickelodeon Party Blast,Xbox,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22,69,6,8.3,6
7242,Ben 10 Alien Force: Vilgax Attacks,Xbox 360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,51,11,5.9,14
7243,NHL Championship 2000,PlayStation,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22,67,12,7.8,6
7244,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22,70,23,5.6,8
7245,Shellshock: Nam '67,Xbox,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22,,,,
7246,Hunted: The Demon's Forge,Xbox 360,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02,0.22,78,30,8,47
7247,Kartia: The Word of Fate,PlayStation,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,,,,
7248,Tales of Berseria,PlayStation 4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,71,13,6.7,166
7249,All-Star Baseball 2002,Game Cube,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,80,6,8.2,127
7250,Magna Carta: Tears of Blood,PlayStation 2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,,,,
7251,Lethal Skies Elite Pilot: Team SW,PlayStation 2,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22,60,7,7.9,9
7252,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,61,9,8.3,4
7253,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,,,tbd,
7254,Infinite Space,Nintendo DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,61,13,6.8,65
7255,Yoostar2,Xbox 360,2011,Misc,Unknown,0.11,0.09,0,0.02,0.22,,,,
7256,Transformers: Devastation,PlayStation 4,2015,Action,Activision,0.1,0.08,0,0.04,0.22,,,,
7257,Tamagotchi no KiraKira Omisecchi,Nintendo DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,58,28,6.8,56
7258,From Russia With Love,Game Cube,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22,72,19,5.4,8
7259,You Don't Know Jack,Wii,2011,Misc,THQ,0.2,0,0,0.01,0.22,82,11,8.2,13
7260,Just Dance 2016,PlayStation 3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22,60,12,7.1,9
7261,Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22,,,,
7262,Guitar Hero: Smash Hits,PlayStation 2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22,75,33,6.6,22
7263,NFL Quarterback Club 2002,PlayStation 2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,60,16,tbd,
7264,Kirby's Star Stacker,Game Boy,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,72,45,8.8,36
7265,NCAA Basketball 09,Xbox 360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,62,11,7.3,44
7266,Full Auto,Xbox 360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,,,tbd,
7267,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,,,,
7268,Growlanser: Heritage of War,PlayStation 2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,80,24,6.8,1428
